place_id,iso3,place_name,geometry_level,coverage_status,gap_status,eligible_for_promotion,coverage_reason,missing_inputs,candidate_status,candidate_promote_to_canonical,candidate_blocking_reasons,candidate_next_action,last_seen_in_release
CZE,CZE,Czech Republic,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
COD,COD,Democratic Republic of the Congo,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
DNK,DNK,Denmark,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
DJI,DJI,Djibouti,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
DMA,DMA,Dominica,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
DOM,DOM,Dominican Republic,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
TLS,TLS,East Timor,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ECU,ECU,Ecuador,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
EGY,EGY,Egypt,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
SLV,SLV,El Salvador,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GNQ,GNQ,Equatorial Guinea,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ERI,ERI,Eritrea,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
EST,EST,Estonia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
SWZ,SWZ,Eswatini,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ETH,ETH,Ethiopia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FLK,FLK,Falkland Islands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FRO,FRO,Faroe Islands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FSM,FSM,Federated States of Micronesia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FJI,FJI,Fiji,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FIN,FIN,Finland,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
FRA,FRA,France,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
PYF,PYF,French Polynesia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ATF,ATF,French Southern and Antarctic Lands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GAB,GAB,Gabon,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GEO,GEO,Georgia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
DEU,DEU,Germany,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GHA,GHA,Ghana,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GRC,GRC,Greece,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GRL,GRL,Greenland,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GRD,GRD,Grenada,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GUM,GUM,Guam,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GTM,GTM,Guatemala,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GGY,GGY,Guernsey,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GIN,GIN,Guinea,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GNB,GNB,Guinea-Bissau,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
GUY,GUY,Guyana,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
HTI,HTI,Haiti,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
HMD,HMD,Heard Island and McDonald Islands,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
HND,HND,Honduras,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
HKG,HKG,Hong Kong,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
HUN,HUN,Hungary,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ISL,ISL,Iceland,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IND,IND,India,country,canonical_measurements,canonical,true,"Canonical country profile passed the input-gate and source-provenance checks.","",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IDN,IDN,Indonesia,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IRN,IRN,Iran,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IRQ,IRQ,Iraq,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IRL,IRL,Ireland,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
IMN,IMN,Isle of Man,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ISR,ISR,Israel,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
ITA,ITA,Italy,country,boundary_index_only,boundary_only,false,"Boundary is indexed but minimum canonical profile input gate has not been satisfied. Candidate expansion remains blocked because source snapshots not captured; licenses not fully verified; numeric values not fetched or QAed.","identity|geometry|population_denominator|land_area_context|core_socioeconomic_proxy|candidate_source_snapshot|candidate_license_review|candidate_numeric_value_QA",not_promoted,false,"PainMap hidden coverage artifacts not fetched|source snapshots not captured|licenses not fully verified|numeric values not fetched/QAed","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary.",2026-05-31
